The list below shows every twentieth entry from the 100,000 word list (http://www.wordfrequency.info/100k.asp) that is
based on the 450 million word Corpus of Contemporary American English (COCA; http://corpus.byu.edu/coca).

These words are taken completely at random -- every twentieth word. No attempt has been made to "clean up" this particular list, 
beyond our regular correction efforts for all 100,000 words. While the list is not perfect, we would argue that it is much more 
accurate than any other 100,000 word list (see #4 at http://www.wordfrequency.info/100k_compare.asp).


This sample list shows just six pieces of information for each word (including the raw frequency in COCA* and the number of
texts in COCA that have the word#). The full list, on the other hand, includes more than 50 pieces of data, 
including the frequency  in other BYU corpora (http://corpus.byu.edu), such as BYU-BNC, COHA, and SOAP, as well as 
specific genres within these corpora, such as spoken, fiction, magazines, newspapers, and academic.



rank	freq*	texts#	word	lemma	PoS (part of speech; see http://ucrel.lancs.ac.uk/claws7tags.html)
64460	63	32	gyre	gyre	nn1
64480	63	23	aggress	aggress	vv0
64500	62	62	boded	bode	vvd
64520	62	61	feathering	feather	vvg
64540	62	60	wide-spread	wide-spread	jj
64560	62	59	pale-pink	pale-pink	jj
64580	62	58	incarcerating	incarcerate	vvg
64600	62	57	english-style	english-style	jj
64620	62	57	then-vice	then-vice	jj
64640	62	55	late-game	late-game	jj
64660	62	54	chug	chug	nn1
64680	62	52	teletype	teletype	nn1
64700	62	51	threesomes	threesome	nn2
64720	62	48	s-shaped	s-shaped	jj
64740	62	45	coneflower	coneflower	nn1
64760	62	43	beta-carotene	beta-carotene	jj
64780	62	39	anklet	anklet	nn1
64800	62	33	clientelistic	clientelistic	jj
64820	62	26	performativity	performativity	nn1
64840	62	13	moduli	modulus	nn2
64860	61	61	pored	pore	vvn
64880	61	60	scrubbed	scrubbed	jj
64900	61	59	telegraphs	telegraph	nn2
64920	61	58	pillaged	pillage	vvd
64940	61	58	sentenced	sentenced	jj
64960	61	57	fickleness	fickleness	nn1
64980	61	56	riffing	riff	vvg
65000	61	55	agitprop	agitprop	nn1
65020	61	54	screenwriting	screenwriting	nn1
65040	61	52	district-based	district-based	jj
65060	61	50	human-interest	human-interest	jj
65080	61	47	vegetated	vegetated	jj
65100	61	45	boy-girl	boy-girl	jj
65120	61	43	polymorphic	polymorphic	jj
65140	61	39	full-text	full-text	jj
65160	61	36	ague	ague	nn1
65180	61	31	supremo	supremo	nn1
65200	61	23	goldenseal	goldenseal	jj
65220	60	60	sandwiching	sandwich	vvg
65240	60	59	shored	shore	vvd
65260	60	58	schoolyards	schoolyard	nn2
65280	60	57	retraces	retrace	vvz
65300	60	57	repatriating	repatriate	vvg
65320	60	56	purposefulness	purposefulness	nn1
65340	60	55	defiled	defile	vvd
65360	60	53	salt-free	salt-free	jj
65380	60	52	dinghies	dinghy	nn2
65400	60	51	co-chairwoman	co-chairwoman	nn1
65420	60	48	self-seeking	self-seeking	jj
65440	60	46	pedagogies	pedagogy	nn2
65460	60	44	recreationists	recreationist	nn2
65480	60	42	contrail	contrail	nn1
65500	60	36	lodgers	lodger	nn2
65520	60	32	low-enriched	low-enriched	jj
65540	60	17	netball	netball	nn1
65560	59	59	once-thriving	once-thriving	jj
65580	59	58	impoverishing	impoverish	vvg
65600	59	57	unshakeable	unshakeable	jj
65620	59	57	interrelate	interrelate	vv0
65640	59	56	next-day	next-day	jj
65660	59	55	engrossing	engross	vvg
65680	59	54	toys	toy	vvz
65700	59	53	inaugurations	inauguration	nn2
65720	59	52	bushwhacking	bushwhack	vvg
65740	59	50	hypnotized	hypnotized	jj
65760	59	48	rutting	rut	vvg
65780	59	46	roll-out	roll-out	jj
65800	59	44	multilayer	multilayer	jj
65820	59	40	two-in-one	two-in-one	jj
65840	59	37	anti-asian	anti-asian	jj
65860	59	33	subroutine	subroutine	nn1
65880	59	28	terrapin	terrapin	nn1
65900	59	21	innervation	innervation	nn1
65920	58	58	path-breaking	path-breaking	jj
65940	58	57	stepping-stone	stepping-stone	nn1
65960	58	57	neutered	neutered	jj
65980	58	56	quarter-century	quarter-century	jj
66000	58	56	upends	upend	vvz
66020	58	55	pinker	pink	jjr
66040	58	54	rough-looking	rough-looking	jj
66060	58	53	spume	spume	nn1
66080	58	52	absconded	abscond	vvd
66100	58	51	antiballistic	antiballistic	jj
66120	58	50	luncheonette	luncheonette	nn1
66140	58	48	high-demand	high-demand	jj
66160	58	47	balaclava	balaclava	nn1
66180	58	45	cretan	cretan	jj
66200	58	44	clucks	cluck	nn2
66220	58	41	chronograph	chronograph	nn1
66240	58	38	hydrodynamics	hydrodynamics	nn2
66260	58	34	coevolution	coevolution	nn1
66280	58	32	fusarium	fusarium	nn1
66300	58	27	etruscans	etruscan	nn2
66320	58	21	worksites	worksite	nn2
66340	57	57	lovey-dovey	lovey-dovey	jj
66360	57	56	wangled	wangle	vvd
66380	57	56	budgeting	budget	vvg
66400	57	55	mislaid	mislay	vvn
66420	57	55	dramatized	dramatized	jj
66440	57	54	doodled	doodle	vvd
66460	57	53	bouffant	bouffant	nn1
66480	57	52	dickering	dickering	jj
66500	57	51	earthward	earthward	rr
66520	57	50	finales	finale	nn2
66540	57	48	lightheadedness	lightheadedness	nn1
66560	57	46	job-seekers	job-seekers	jj
66580	57	44	positivistic	positivistic	jj
66600	57	42	categorized	categorized	jj
66620	57	38	acupuncturists	acupuncturist	nn2
66640	57	36	bloodflow	bloodflow	nn1
66660	57	30	altazimuth	altazimuth	nn1
66680	57	27	combustor	combustor	nn1
66700	57	21	autoimmunity	autoimmunity	nn1
66720	56	56	comedown	comedown	nn1
66740	56	55	atrophied	atrophied	jj
66760	56	55	reemerging	reemerge	vvg
66780	56	54	reshuffle	reshuffle	vv0
66800	56	54	thumped	thump	vvn
66820	56	53	countrified	countrified	jj
66840	56	52	forebear	forebear	nn1
66860	56	51	lapdog	lapdog	nn1
66880	56	50	tabulated	tabulated	jj
66900	56	49	cost/benefit	cost/benefit	jj
66920	56	47	semester-long	semester-long	jj
66940	56	46	greatest-hits	greatest-hits	jj
66960	56	43	leftism	leftism	nn1
66980	56	41	ecclesia	ecclesia	nn1
67000	56	39	silkworm	silkworm	nn1
67020	56	37	neurophysiological	neurophysiological	jj
67040	56	34	caudal	caudal	jj
67060	56	28	catalans	catalan	nn2
67080	56	22	microfluidic	microfluidic	jj
67100	56	9	tutee	tutee	nn1
67120	55	55	gluttonous	gluttonous	jj
67140	55	54	compartmentalized	compartmentalize	vvd
67160	55	53	contriving	contrive	vvg
67180	55	53	sideswiped	sideswipe	vvd
67200	55	52	shipwrecked	shipwreck	vvn
67220	55	52	monotonously	monotonously	rr
67240	55	51	powdering	powder	vvg
67260	55	51	haughtiness	haughtiness	nn1
67280	55	50	grammy-nominated	grammy-nominated	jj
67300	55	49	half-timbered	half-timbered	jj
67320	55	48	pushcarts	pushcart	nn2
67340	55	47	strung-out	strung-out	jj
67360	55	45	grayed	gray	vvd
67380	55	42	conjugated	conjugated	jj
67400	55	40	trans-alaska	trans-alaska	jj
67420	55	37	presentational	presentational	jj
67440	55	35	particularist	particularist	jj
67460	55	31	inductions	induction	nn2
67480	55	24	thomism	thomism	nn1
67500	55	15	angiosperm	angiosperm	nn1
67520	54	54	plunked	plunk	vvn
67540	54	53	bookend	bookend	nn1
67560	54	53	trivialized	trivialize	vvd
67580	54	52	shrewdest	shrewd	jjt
67600	54	51	indoctrinating	indoctrinate	vvg
67620	54	51	recused	recuse	vvd
67640	54	51	defamed	defame	vvn
67660	54	50	tussles	tussle	nn2
67680	54	49	genuflect	genuflect	vv0
67700	54	48	eight-team	eight-team	jj
67720	54	47	spake	speak	vvd
67740	54	45	wiretap	wiretap	vv0
67760	54	44	brutalization	brutalization	nn1
67780	54	43	non-aggression	non-aggression	jj
67800	54	41	absorbable	absorbable	jj
67820	54	39	letter-writer	letter-writer	nn1
67840	54	36	codicil	codicil	nn1
67860	54	34	substantiated	substantiated	jj
67880	54	30	credit-reporting	credit-reporting	jj
67900	54	26	pec	pec	nn1
67920	54	20	homonym	homonym	nn1
67940	54	5	self-estimates	self-estimates	jj
67960	53	53	ensnared	ensnare	vvd
67980	53	52	contravenes	contravene	vvz
68000	53	52	skullduggery	skullduggery	nn1
68020	53	51	fledged	fledge	vvd
68040	53	50	non-defense	non-defense	jj
68060	53	50	upmarket	upmarket	jj
68080	53	49	peek-a-boo	peek-a-boo	jj
68100	53	49	perplexities	perplexity	nn2
68120	53	48	arrayed	array	vvd
68140	53	47	flogged	flog	vvd
68160	53	46	pre-recorded	pre-recorded	jj
68180	53	45	replicated	replicated	jj
68200	53	43	nonperforming	nonperforming	jj
68220	53	42	leakers	leaker	nn2
68240	53	40	gooseberries	gooseberry	nn2
68260	53	38	phantasms	phantasm	nn2
68280	53	36	neurotics	neurotic	nn2
68300	53	33	accelerant	accelerant	nn1
68320	53	30	endothelium	endothelium	nn1
68340	53	25	landform	landform	nn1
68360	53	19	octavo	octavo	nn1
68380	53	11	haole	haole	nn1
68400	52	52	hashed	hash	vvn
68420	52	51	nicety	nicety	nn1
68440	52	51	ultra-conservative	ultra-conservative	jj
68460	52	50	neologism	neologism	nn1
68480	52	50	lampooned	lampoon	vvn
68500	52	49	dazedly	dazedly	rr
68520	52	49	pigheaded	pigheaded	jj
68540	52	48	rezoned	rezone	vvn
68560	52	48	overindulge	overindulge	vv0
68580	52	47	hissy	hissy	jj
68600	52	46	creaming	cream	vvg
68620	52	45	applewood	applewood	nn1
68640	52	44	overflight	overflight	nn1
68660	52	43	colorings	coloring	nn2
68680	52	42	serbo-croatian	serbo-croatian	jj
68700	52	40	stoners	stoner	nn2
68720	52	37	swigs	swig	vvz
68740	52	35	peritoneal	peritoneal	jj
68760	52	32	uncreated	uncreated	jj
68780	52	29	spooling	spool	vvg
68800	52	25	arsenate	arsenate	nn1
68820	52	19	self-construction	self-construction	jj
68840	52	12	arb	arb	nn1
68860	51	51	refashioned	refashion	vvn
68880	51	50	thirty-one-year-old	thirty-one-year-old	jj
68900	51	50	singeing	singe	vvg
68920	51	49	brushfire	brushfire	nn1
68940	51	49	outplayed	outplay	vvd
68960	51	49	nonconformist	nonconformist	nn1
68980	51	48	doubter	doubter	nn1
69000	51	47	off-ramp	off-ramp	nn1
69020	51	46	hand-operated	hand-operated	jj
69040	51	46	yowled	yowl	vvd
69060	51	45	due-process	due-process	jj
69080	51	44	tolling	tolling	nn1
69100	51	43	hub-and-spoke	hub-and-spoke	jj
69120	51	42	yellow-haired	yellow-haired	jj
69140	51	41	profs	professor	nn2
69160	51	40	on-ice	on-ice	jj
69180	51	38	effacement	effacement	nn1
69200	51	36	shootdown	shootdown	nn1
69220	51	34	metallurgist	metallurgist	nn1
69240	51	31	odalisque	odalisque	nn1
69260	51	28	false-negative	false-negative	jj
69280	51	24	labial	labial	jj
69300	51	18	payee	payee	nn1
69320	50	50	state-approved	state-approved	jj
69340	50	50	transacted	transact	vvn
69360	50	49	direst	dire	jjt
69380	50	49	now-classic	now-classic	jj
69400	50	49	auctions	auction	vvz
69420	50	48	snacked	snack	vvd
69440	50	48	slimmed	slim	vvd
69460	50	47	pixelated	pixelated	jj
69480	50	46	counterforce	counterforce	nn1
69500	50	46	uploads	upload	vvz
69520	50	45	perjure	perjure	vv0
69540	50	44	canonize	canonize	vv0
69560	50	43	wildcard	wildcard	jj
69580	50	42	breadcrumb	breadcrumb	nn1
69600	50	41	two-by-two	two-by-two	jj
69620	50	40	white-gold	white-gold	jj
69640	50	39	cruise-ship	cruise-ship	jj
69660	50	36	agoraphobic	agoraphobic	jj
69680	50	34	striders	strider	nn2
69700	50	32	selectmen	selectman	nn2
69720	50	29	tailgaters	tailgater	nn2
69740	50	27	hyperthermia	hyperthermia	nn1
69760	50	22	out-groups	out-group	nn2
69780	50	15	postnational	postnational	jj
69800	49	49	middle-sized	middle-sized	jj
69820	49	49	splotched	splotch	vvd
69840	49	48	affronts	affront	nn2
69860	49	48	bounteous	bounteous	jj
69880	49	48	dosed	dosed	jj
69900	49	47	major-league	major-league	nn1
69920	49	46	showpieces	showpiece	nn2
69940	49	46	allegorically	allegorically	rr
69960	49	45	telecast	telecast	vv0
69980	49	44	eighteen-wheeler	eighteen-wheeler	nn1
70000	49	44	fibs	fib	nn2
70020	49	43	happy-hour	happy-hour	jj
70040	49	42	single-cell	single-cell	jj
70060	49	40	yaw	yaw	vv0
70080	49	39	demimonde	demimonde	nn1
70100	49	38	preempts	preempt	vvz
70120	49	37	groundhogs	groundhog	nn2
70140	49	35	couplers	coupler	nn2
70160	49	33	tenth-century	tenth-century	jj
70180	49	30	protozoan	protozoan	jj
70200	49	28	solar-type	solar-type	jj
70220	49	24	plasmodium	plasmodium	nn1
70240	49	16	cichlids	cichlid	nn2
70260	49	6	vision-specific	vision-specific	jj
70280	48	48	steeled	steel	vvn
70300	48	47	fair-sized	fair-sized	jj
70320	48	47	unhooked	unhook	vvn
70340	48	47	togas	toga	nn2
70360	48	46	tantalized	tantalize	vvn
70380	48	46	laser-like	laser-like	jj
70400	48	45	stupefaction	stupefaction	nn1
70420	48	45	ornamented	ornamented	jj
70440	48	44	carnality	carnality	nn1
70460	48	44	pawned	pawn	vvn
70480	48	43	audits	audit	vvz
70500	48	42	inessential	inessential	jj
70520	48	41	high-tax	high-tax	jj
70540	48	40	contestable	contestable	jj
70560	48	39	non-oil	non-oil	jj
70580	48	38	spatio-temporal	spatio-temporal	jj
70600	48	36	contraries	contrary	nn2
70620	48	34	ringworm	ringworm	nn1
70640	48	33	civilised	civilised	jj
70660	48	30	hmong	hmong	jj
70680	48	27	nonathlete	nonathlete	nn1
70700	48	24	deliverables	deliverable	nn2
70720	48	19	intervenor	intervenor	nn1
70740	48	14	perilymph	perilymph	nn1
70760	47	47	suffusing	suffuse	vvg
70780	47	47	reawakened	reawaken	vvn
70800	47	46	slosh	slosh	nn1
70820	47	46	snake-oil	snake-oil	jj
70840	47	46	unscramble	unscramble	vv0
70860	47	45	trendier	trendy	jjr
70880	47	45	ribbon-cutting	ribbon-cutting	jj
70900	47	44	ethnomusicologist	ethnomusicologist	nn1
70920	47	44	fannies	fanny	nn2
70940	47	43	rehabbed	rehab	vvd
70960	47	42	thaws	thaw	vvz
70980	47	42	windage	windage	nn1
71000	47	41	highest-ranked	highest-ranked	jj
71020	47	40	abracadabra	abracadabra	nn1
71040	47	39	handholding	handholding	nn1
71060	47	38	restiveness	restiveness	nn1
71080	47	37	saxophonists	saxophonist	nn2
71100	47	36	female-dominated	female-dominated	jj
71120	47	35	mastiffs	mastiff	nn2
71140	47	34	boogeyman	boogeyman	nn1
71160	47	31	savannahs	savannah	nn2
71180	47	29	ching	ching	nn1
71200	47	26	shade-grown	shade-grown	jj
71220	47	23	papyri	papyrus	nn2
71240	47	19	homologues	homologue	nn2
71260	47	11	productivist	productivist	jj
71280	46	46	flaunted	flaunt	vvn
71300	46	45	affronted	affront	vvn
71320	46	45	knuckled	knuckle	vvd
71340	46	45	pirouetting	pirouet	vvg
71360	46	44	reinstitute	reinstitute	vv0
71380	46	44	mistreated	mistreated	jj
71400	46	43	jangle	jangle	vv0
71420	46	43	glaciated	glaciated	jj
71440	46	42	set-ups	set-up	nn2
71460	46	42	automates	automate	vvz
71480	46	41	hoofprints	hoofprint	nn2
71500	46	40	heartwood	heartwood	nn1
71520	46	40	interpersonally	interpersonally	rr
71540	46	39	forget-me-not	forget-me-not	nn1
71560	46	38	spectrographs	spectrograph	nn2
71580	46	36	dildos	dildo	nn2
71600	46	35	belligerency	belligerency	nn1
71620	46	34	gladiolus	gladiolus	nn1
71640	46	33	acreages	acreage	nn2
71660	46	32	self-mastery	self-mastery	nn1
71680	46	30	chinooks	chinook	nn2
71700	46	27	nonmagnetic	nonmagnetic	jj
71720	46	24	rationed	rationed	jj
71740	46	21	exactions	exaction	nn2
71760	46	16	jewish-arab	jewish-arab	jj
71780	46	9	arbs	arb	nn2
71800	45	45	tenderest	tender	jjt
71820	45	45	festively	festively	rr
71840	45	44	stock-in-trade	stock-in-trade	nn1
71860	45	44	froze	freeze	vvn
71880	45	44	wittiest	witty	jjt
71900	45	43	decayed	decay	vvd
71920	45	43	goofily	goofily	rr
71940	45	43	gloried	glory	vvd
71960	45	43	haw	haw	vv0
71980	45	42	organised	organise	vvn
72000	45	42	yowling	yowl	vvg
72020	45	41	demotic	demotic	jj
72040	45	41	frost-free	frost-free	jj
72060	45	40	self-disciplined	self-disciplined	jj
72080	45	40	readjustments	readjustment	nn2
72100	45	39	gummed	gummed	jj
72120	45	38	monger	monger	nn1
72140	45	37	tanners	tanner	nn2
72160	45	36	male-centered	male-centered	jj
72180	45	35	eavesdropper	eavesdropper	nn1
72200	45	34	sino-japanese	sino-japanese	jj
72220	45	33	gamma-ray	gamma-ray	nn1
72240	45	31	counter-rotating	counter-rotating	jj
72260	45	28	paraphrased	paraphrased	jj
72280	45	26	transnationalization	transnationalization	nn1
72300	45	23	bobble	bobble	vv0
72320	45	20	sahelian	sahelian	jj
72340	45	13	tibias	tibia	nn2
72360	45	6	adverbials	adverbial	nn2
72380	44	44	multivolume	multivolume	jj
72400	44	44	offseasons	offseason	nn2
72420	44	43	love-struck	love-struck	jj
72440	44	43	jilted	jilt	vvn
72460	44	42	wallop	wallop	vv0
72480	44	42	bad-ass	bad-ass	jj
72500	44	42	cable-television	cable-television	jj
72520	44	41	moustaches	moustache	nn2
72540	44	41	collate	collate	vv0
72560	44	40	underlain	underlay	vvn
72580	44	40	sulkily	sulkily	rr
72600	44	39	eyestrain	eyestrain	nn1
72620	44	38	left-wingers	left-winger	nn2
72640	44	38	papists	papist	nn2
72660	44	37	labelled	labelled	jj
72680	44	36	unexcavated	unexcavated	jj
72700	44	35	organised	organised	jj
72720	44	34	blowhole	blowhole	nn1
72740	44	33	large-sized	large-sized	jj
72760	44	32	fatties	fatty	nn2
72780	44	30	mother-to-child	mother-to-child	jj
72800	44	28	burnet	burnet	nn1
72820	44	26	octet	octet	nn1
72840	44	24	fall-line	fall-line	jj
72860	44	21	diarists	diarist	nn2
72880	44	18	parities	parity	nn2
72900	44	12	variates	variate	nn2
72920	43	43	whiled	while	vvd
72940	43	43	airbrushed	airbrush	vvn
72960	43	43	thenceforth	thenceforth	rr
72980	43	42	evincing	evince	vvg
73000	43	42	repulsed	repulsed	jj
73020	43	42	commiserated	commiserate	vvd
73040	43	41	clocks	clock	vvz
73060	43	41	recalculate	recalculate	vv0
73080	43	41	bad-mouth	bad-mouth	jj
73100	43	40	obfuscating	obfuscate	vvg
73120	43	40	illogically	illogically	rr
73140	43	40	embalmed	embalm	vvd
73160	43	39	criteria	criteria	nn1
73180	43	39	get-out	get-out	nn1
73200	43	38	test-fired	test-fired	jj
73220	43	38	hubristic	hubristic	jj
73240	43	37	weed-free	weed-free	jj
73260	43	36	freesia	freesia	nn1
73280	43	35	cribbage	cribbage	nn1
73300	43	35	hickory-smoked	hickory-smoked	jj
73320	43	34	muslim-christian	muslim-christian	jj
73340	43	33	vining	vining	jj
73360	43	32	masculinization	masculinization	nn1
73380	43	31	captioning	caption	vvg
73400	43	29	surfactants	surfactant	nn2
73420	43	28	intubate	intubate	vv0
73440	43	27	skycap	skycap	nn1
73460	43	24	flatboat	flatboat	nn1
73480	43	19	ego-oriented	ego-oriented	jj
73500	43	15	concessioners	concessioner	nn2
73520	43	9	mycoplasma	mycoplasma	nn1
73540	42	42	horrifies	horrify	vvz
73560	42	42	forecloses	foreclose	vvz
73580	42	41	good-government	good-government	jj
73600	42	41	half-listening	half-listening	jj
73620	42	41	innovatively	innovatively	rr
73640	42	41	half-conscious	half-conscious	jj
73660	42	40	family-size	family-size	jj
73680	42	40	fast-flowing	fast-flowing	jj
73700	42	40	eight-lane	eight-lane	jj
73720	42	39	sublimated	sublimate	vvn
73740	42	39	nuking	nuke	vvg
73760	42	39	forwards	forward	nn2
73780	42	38	eye-witness	eye-witness	jj
73800	42	37	cornflowers	cornflower	nn2
73820	42	37	hardbound	hardbound	jj
73840	42	36	plenipotentiary	plenipotentiary	jj
73860	42	35	dilapidation	dilapidation	nn1
73880	42	33	hybridize	hybridize	vv0
73900	42	33	prostates	prostate	nn2
73920	42	32	mulberries	mulberry	nn2
73940	42	30	canvassers	canvasser	nn2
73960	42	29	retouch	retouch	nn1
73980	42	27	time-based	time-based	jj
74000	42	26	ephemerality	ephemerality	nn1
74020	42	24	quantized	quantized	jj
74040	42	22	excessiveness	excessiveness	nn1
74060	42	20	sutra	sutra	nn1
74080	42	16	meridional	meridional	jj
74100	42	11	biospherians	biospherian	nn2
74120	41	41	sensationalized	sensationalize	vvd
74140	41	41	serious-looking	serious-looking	jj
74160	41	41	itches	itch	vvz
74180	41	40	funnel-shaped	funnel-shaped	jj
74200	41	40	white-walled	white-walled	jj
74220	41	40	drearily	drearily	rr
74240	41	40	revoked	revoked	jj
74260	41	39	midriffs	midriff	nn2
74280	41	39	foremothers	foremother	nn2
74300	41	39	sleekness	sleekness	nn1
74320	41	38	deified	deify	vvn
74340	41	38	show-stopper	show-stopper	nn1
74360	41	38	tenting	tent	vvg
74380	41	37	three-eighths	three-eighths	mf
74400	41	37	matriculated	matriculate	vvd
74420	41	36	immigrations	immigration	nn2
74440	41	36	underdiagnosed	underdiagnosed	jj
74460	41	35	ejector	ejector	nn1
74480	41	35	tranquilly	tranquilly	rr
74500	41	34	human-animal	human-animal	jj
74520	41	33	rewarm	rewarm	vv0
74540	41	32	antiglobalization	antiglobalization	nn1
74560	41	31	flanker	flanker	nn1
74580	41	30	gladioli	gladiolus	nn2
74600	41	29	self-test	self-test	nn1
74620	41	28	switchers	switcher	nn2
74640	41	26	tintype	tintype	nn1
74660	41	25	literariness	literariness	nn1
74680	41	23	worklife	worklife	nn1
74700	41	20	unibody	unibody	nn1
74720	41	18	dependent-care	dependent-care	jj
74740	41	16	ellagic	ellagic	jj
74760	41	12	transmembrane	transmembrane	nn1
74780	41	5	hypergiants	hypergiant	nn2
74800	40	40	snowballing	snowballing	jj
74820	40	40	lower-than-expected	lower-than-expected	jj
74840	40	39	tear-streaked	tear-streaked	jj
74860	40	39	undimmed	undimmed	jj
74880	40	39	rethought	rethink	vvd
74900	40	39	five-room	five-room	jj
74920	40	38	sobbed	sob	vvn
74940	40	38	iniquitous	iniquitous	jj
74960	40	37	coltish	coltish	jj
74980	40	37	win-loss	win-loss	jj
75000	40	37	doo-wop	doo-wop	nn1
75020	40	36	unreturned	unreturned	jj
75040	40	36	bookworms	bookworm	nn2
75060	40	35	tilth	tilth	nn1
75080	40	35	homos	homo	nn2
75100	40	34	chainstay	chainstay	nn1
75120	40	33	all-party	all-party	jj
75140	40	33	townie	townie	nn1
75160	40	32	crudites	crudites	nn2
75180	40	30	merchantmen	merchantman	nn2
75200	40	29	angstrom	angstrom	nn1
75220	40	28	metrosexual	metrosexual	jj
75240	40	27	reintroductions	reintroduction	nn2
75260	40	25	test-ban	test-ban	jj
75280	40	23	racewalking	racewalking	nn1
75300	40	21	fibrotic	fibrotic	jj
75320	40	19	hagiographical	hagiographical	jj
75340	40	16	zebrafish	zebrafish	nn1
75360	40	12	checkable	checkable	jj
75380	39	39	bulled	bull	vvd
75400	39	39	unspecific	unspecific	jj
75420	39	39	grandness	grandness	nn1
75440	39	38	stalemated	stalemate	vvn
75460	39	38	diverging	diverge	vvg
75480	39	38	sleighs	sleigh	nn2
75500	39	38	fizzles	fizzle	vvz
75520	39	38	uncredited	uncredited	jj
75540	39	37	gamine	gamine	nn1
75560	39	37	chafe	chafe	nn1
75580	39	37	tableaus	tableau	nn2
75600	39	36	handedly	handedly	rr
75620	39	36	hoarfrost	hoarfrost	nn1
75640	39	35	light-up	light-up	jj
75660	39	35	nosegay	nosegay	nn1
75680	39	34	unblock	unblock	vv0
75700	39	34	barbiturate	barbiturate	nn1
75720	39	33	burn-out	burn-out	nn1
75740	39	33	newspapering	newspapering	nn1
75760	39	32	stunners	stunner	nn2
75780	39	31	domiciled	domicile	vvn
75800	39	30	final-status	final-status	jj
75820	39	30	consumer-protection	consumer-protection	jj
75840	39	29	fuckup	fuckup	nn1
75860	39	28	lay-offs	lay-off	nn2
75880	39	26	pistils	pistil	nn2
75900	39	25	erosional	erosional	jj
75920	39	23	sieving	sieve	vvg
75940	39	21	rocketship	rocketship	nn1
75960	39	19	shylock	shylock	nn1
